image_id,question,answer,path
71RhUGWHmqL,What texture is featured on the phone case?,Wooden,fc/fcf9c426.jpg
61FWkGcrccL,What brand sells this phone case?,Solimo,40/40cc960a.jpg
81De+y8etqL,What color is the sheet?,Olive,a5/a55daf02.jpg
71DZNhvwKGL,What is the product's category?,Case,37/372db1bf.jpg
61srxl-AWwL,What brand is the phone case?,Solimo,76/76df4436.jpg
71252bJjPqL,What company makes the Epsom salt?,365,e5/e51419f9.jpg
71qio7aBjCL,What color is the case?,Pink,08/0815dcba.jpg
61MtzGNNL5L,How many battery slots does it have?,Four,b3/b3492546.jpg
71klm3r--QL,What is the primary background color?,Purple,0f/0fa9dbe6.jpg
71B3UcPzNCL,What is the case's color?,Multicolor,eb/eb4d8226.jpg
81aEZAay9TL,What material are these made of?,Cotton,1a/1a07ef95.jpg
71EzWfPsLpL,What year was the model released?,2020,25/25f22417.jpg
91hMMPE-JxL,What style of espresso is it?,Italian,ea/eae8a893.jpg
819HMCbpi9L,What is the boot's color?,Orange,cf/cf93cc39.jpg
61FATNlmpjL,What is the phone model?,Oppo,23/2387074b.jpg
91JRF9ZMAoL,What color are the towels?,Gray,93/93ba2a0d.jpg
71ygMOIeNiL,"What word is before ""Bear"" in the item name?",Teddy,79/79adda7e.jpg
71SwAd9109L,Which brand sold this case?,Solimo,85/85a7ab23.jpg
71ggsyJdVrL,Which phone is the case designed for?,Oppo,d6/d64dec17.jpg
61xSWDM0C4L,What year was this shoe made?,2020,a3/a30cfc1c.jpg
91TIPzbr48L,What color are the cushions?,Tan,a8/a82a337b.jpg
81JLTRnj85L,How many wipes are in each pack?,Thirty,49/4988cea9.jpg
71BQ-jAORHL,What type of shoe is it?,Boot,9d/9ddfbf46.jpg
61K3dOVHrWL,What phone model is the case for?,Realme,f0/f0ab74f5.jpg
91geFdrwC9L,What brand is the basket?,Solimo,c0/c0908986.jpg
81-jGrPkNtL,What is the brand of the case?,Solimo,e1/e1ad4bd1.jpg
61iAVEvYZTL,What is in the topmost shelf?,Basket,b1/b1c3cc7f.jpg
71HDXcKj0EL,What color are the flowers?,Purple,c7/c799ba49.jpg
81K5ztlK-tL,What shape are the individual designs?,Circles,8f/8f47029d.jpg
81O-e-1GAeL,How many cameras are visible?,Three,c4/c46b6566.jpg
61meF--KyXL,What type of product is it?,Case,3c/3ccf9014.jpg
61FMmuyl3vL,What shape is on the green vehicle?,Triangle,06/06331e7b.jpg
61mFZcXK7PL,What time is displayed on the phone screen?,8:16,ba/ba3e6aa0.jpg
71xjt0j6NjL,Is the food vegan?,Yes,a6/a6be051a.jpg
61kY+eb63aL,What generation is this phone?,Second,10/10ca7a86.jpg
81VzDwgKBqL,Which brand makes it?,Solimo,c5/c5a000d2.jpg
71kXj0gj9BL,What are these used for?,Peeling,b5/b5b4e586.jpg
612M5HYBDyL,What is printed on the case?,Skull,7b/7b36cbdb.jpg
71a4EHVNEkL,What is the texture of the back cover?,Wooden,a0/a054ae91.jpg
81wRf3vtM+L,What phone is this case for?,Samsung,ec/ecf20a73.jpg
61hVT-tXKGL,What word is written on the case?,Sad,ef/ef41d226.jpg
5143-j0J66L,What flavor is this medicine?,Original,46/466f736b.jpg
71PXC3E0WeL,How many roses appear primarily orange?,Three,f2/f2e939df.jpg
81P3QShndWL,How many shelves are there?,Five,21/21fbd0c4.jpg
51HJPDL6mBL,What type of footwear is this?,Sandal,df/dfd1d322.jpg
61xhOOc567L,Is it decorative?,Yes,a5/a563e237.jpg
71JOvV8SsLL,What is the material?,Steel,66/66ef6143.jpg
81+BSCZ1HYL,What brand is the phone case?,Solimo,f3/f3cad1cb.jpg
711c4zKMCPL,What vehicle is printed on the case?,Bus,2e/2e8ad3df.jpg
71WeRLKMvML,What material is the cover made of?,Silicon,21/21ffb2e3.jpg
71Fvrsjt6ZL,What kind of case is this?,Mobile,83/83aafc73.jpg
71vUMFizV4L,What type of closure does the boot have?,Lace,ff/ffdda28f.jpg
71GlOQj-62L,What brand is it?,Solimo,cc/cce2cc03.jpg
71DSWVJBjYL,Is warranty provided for this product?,No,9b/9b44aec8.jpg
71dtZUKPiqL,Is this container food-grade?,Yes,52/52056479.jpg
81iToPUK2hL,What is the chain's color?,Silver,0c/0cea8f34.jpg
61sSR52wOYL,What brand is this case?,Solimo,45/458fd34d.jpg
71Zk-ktZlPL,Which phone is the case for?,iPhone,ae/aee73c50.jpg
81lEoPJjV1L,What number is on the logo?,Three-sixty-five,b9/b9301a1c.jpg
71wXK5Z-dmL,What kind of animal is pictured?,Duck,9c/9cb54149.jpg
71LyxLs465L,What type of case is this?,Hard,cd/cd6fb850.jpg
81YSLkB0TzL,What is the outer material?,Cotton,93/9358bea8.jpg
61DuMglgV0L,What material is the case made of?,Plastic,15/15795098.jpg
91agPfz0iwL,Is this chair from the Stone & Beam brand?,Yes,c9/c92259a5.jpg
71kagARu4hL,What is the brand name?,Flavia,98/9844c42b.jpg
71jqNgqQFlL,What is the material of the case?,Hard,c4/c4fb76f4.jpg
71PqVr0E6VL,What type of product is this?,Case,2a/2ab1eec5.jpg
61Qez+q3BRL,What letter is printed on the case?,Y,bd/bd71b893.jpg
51MViJ8fPXL,Is this a flavored water?,Berry,dd/dd97e54f.jpg
61yHef4tMrL,What is the brand?,Solimo,cd/cdef3b53.jpg
810XLU+PsqL,What is the shoe closure?,Lace-up,66/66f46edb.jpg
71AnxTYvj8L,What color is the case?,Multi-colored,c6/c6d3edcc.jpg
61F-unm+8oL,What type are these tablets?,Vegan,0a/0a31a2d7.jpg
81qXWN3u5oL,Are these casual shoes?,No,1e/1efa04d0.jpg
81ClTbWMbuL,What shape is the product?,Rectangular,6a/6a40f726.jpg
71XR9oaOx7L,What is the color of the whisk?,Stainless,58/58d59d92.jpg
61-1249fSzL,What brand is the playstand?,AmazonBasics,69/69db65d0.jpg
71xP7J4v+oL,What material is the shelf made of?,Metal,1e/1e4b5f53.jpg
81qhLq3PLfL,What phone model does this fit?,Galaxy,c3/c3bb3de7.jpg
7158U0ARGPL,What color is the case?,Multicolor,d1/d19cea86.jpg
71bvG5VwNPL,What season is printed on the case?,Summer,15/159dc161.jpg
618yr-fiQbL,What style is the phone case?,Comics,aa/aad22bdb.jpg
71HRazoW4vL,What company created this case?,Amazon,f9/f9886ce2.jpg
813n9vw8UTL,What brand is this sandal?,Fix,0a/0a4591b5.jpg
81YSF3P27oL,What type of product is this?,Case,ef/ef5c61a9.jpg
81GXKrSy6sL,What is the shoe's color?,Grey,de/dedd9514.jpg
71z96+vLhyL,What is the item's type?,Case,b2/b20d4649.jpg
61kqLcrBepL,What shape is the bulb?,PAR38,c9/c9a76b0e.jpg
81WlfTNgNtL,What surface covers the back?,Wall,1f/1f04e636.jpg
71uh-XWytVS,What are these tools used for?,Clamping,4a/4a8393b0.jpg
71aH4Bc44LL,What is the product mainly used for?,Covering,73/7340a951.jpg
81j3+7nLADL,What device model is this case for?,Stylus,41/4188f70b.jpg
81Q1mlRJJOL,What brand is it?,Amazon,36/36f2cff1.jpg
71494E3q9oL,What phone model is this case for?,Gionee,5a/5a2f5c50.jpg
71SY2HXyVFL,What color is the gemstone design?,Purple,39/392ca5fe.jpg
815TR1ZEKKL,What color is the product?,Multicolor,d8/d8eaed35.jpg
710cRA4VoyL,Is the pan safe to wash in a dishwasher?,Yes,af/af509d40.jpg
71XEwibh0OL,What is the material of the case?,Silicone,14/142e43bb.jpg
81vc+bg4LGL,What material are the handles?,Steel,02/02c77204.jpg
71z+fwJqEGL,What color is the writing?,Black,c7/c7190bb0.jpg
614D17yedHL,What structure is depicted?,Tower,be/be96e45c.jpg
71X5VB6muRL,What size is the ring?,Seven,d8/d8e80220.jpg
61NjBMIzJSL,What color are the lenses?,Purple,d6/d61d85c0.jpg
718FApHaCxL,How many sheets are included?,Fivehundred,a0/a0821c92.jpg
81CQTO6IxRL,What is the main color?,Pink,f8/f8cdb7ba.jpg
61KgIqQ8CSL,What does a speech bubble on the case say?,Hello,dc/dca9995a.jpg
61pmf2yIiYL,What is the product?,Cover,82/825eefe7.jpg
71cPNFZG41L,What color is the handle?,Black,bb/bb93398c.jpg
71RRxk-sa1L,What is the shoe's color?,Brown,22/2210b043.jpg
71Hj9lW7GtL,What year was this shoe modeled?,2019,df/df7732e1.jpg
71QSAxIJagL,What material is the phone case made of?,Silicon,2e/2edfcd91.jpg
A1T8kWgrQ5S,Where were these sheets made?,Portugal,db/db2c964f.jpg
71Bt4vsFy8L,What is the weight in grams?,Fifty,5f/5f2a75d6.jpg
71vqCpKhYnL,Is the path on the phone case made of wood or metal?,Wood,78/78cd0a4d.jpg
71d9WzbLxgL,What is the brand?,Solimo,07/07a18b02.jpg
91OVHgaUiYL,What material is the small bag made of?,Burlap,05/0533e2e8.jpg
71BgDcCX6WL,What kind of insects are on the case?,Butterflies,7b/7bacd9db.jpg
616ZR5ZT8CL,What style is the case?,Queen,4e/4e53c42a.jpg
71ylrGshW6L,What color are the boots?,Brown,42/42340721.jpg
811LFyVfJjL,What is the brand name?,Solimo,6a/6a468686.jpg
81NkhXD2Q-L,Which brand is displayed?,AmazonBasics,68/6814f068.jpg
815JSwWE2OL,What color is most prominent?,Yellow,ed/ed9d3759.jpg
A1PhhG0cWFL,Is the pillow designed for outdoor use?,Yes,e7/e70728c8.jpg
41MO8dry5BL,What color is the shoe?,Black,7a/7a88b04d.jpg
61OnkGVhMWL,What brand is shown?,AmazonBasics,35/3595924e.jpg
81DhnzRbOLL,What shape is the planter?,Round,99/999cc9f2.jpg
81VB9pBGZEL,What is one material used for the rod?,Iron,8f/8f6df7d2.jpg
71y0ix0PW9L,What brand is printed on the clock?,Solimo,c5/c552911b.jpg
71b4tOBmCCL,What color is the crown?,Gold,4d/4d2afc06.jpg
B1pdcsEs9cS,What is the rug's material?,Jute,89/89eaabba.jpg
71rTtgmOCuL,What brand made this phone cover?,Solimo,97/9788d1eb.jpg
611O32Ea06L,What kind of tool is this?,Hammer,27/2789653f.jpg
71SLoIBR3JL,What kind of case is it?,Hard,ef/efbcd3e6.jpg
71N6fohs2KL,What type of shoe is this?,Oxford,4e/4e1e20f7.jpg
71ey2v5EnEL,What shape are the balloons?,Hearts,4e/4e26dca2.jpg
71WQluCaAsL,What brand is the cover?,Solimo,00/003ea877.jpg
61rlGo6j5AL,What material is used?,Plastic,75/75dcc7ff.jpg
715Mde1RBQL,How many pieces of furniture are shown?,Two,3c/3c72ce2d.jpg
81P3QShndWL,What company made it?,AmazonBasics,21/21fbd0c4.jpg
51rznaiaxQL,How many bags are included?,Forty-five,54/54eaec1c.jpg
41nC8ZY-1SL,What color is the lamp?,White,4c/4c058dcd.jpg
511kzcoxp7L,What shape is the heart?,Red,45/45b01ffe.jpg
91lGaJ-e3wL,What kind of good is it?,Sporting,d0/d0fe7f88.jpg
716bLavyJ0L,What are the buildings?,Barns,01/01f7cdef.jpg
91tcoLK-VcL,What material is the frame?,Metal,ab/ab3221cf.jpg
61cseMAy8+L,How many ounces?,Three,3c/3c2d9b4c.jpg
719LEsp7cwL,What type of creature is pictured?,Bird,66/66266276.jpg
61ZgmNxl9wL,What brand is the phone cover?,Solimo,a3/a3bb77da.jpg
81VB9pBGZEL,What color is the mirror's frame?,White,8f/8f6df7d2.jpg
61uMrT6-vnL,What kind of market is this from?,Whole,c4/c46f4b7f.jpg
71xuT6vYBuL,What color are the headphones?,Black,7c/7ca93b61.jpg
81n5p6dgUJL,What color are the gloves?,Natural,ef/ef830066.jpg
711V5AfzKxL,What type of case is it?,Hard,3a/3aafa703.jpg
61Vs8jfBkjL,What is printed on the phone case?,Lady,56/5686cc4b.jpg
91bdU7AN32L,What material primarily covers chair's cushion?,Polyester,8d/8df49aef.jpg
71fCYXwLnSL,What animal is pictured?,Lion,c1/c110a2fa.jpg
81x+E9AbXWL,What is the height in inches?,63.25,f9/f91db3b2.jpg
71aZEGItROL,What toe style does the shoe have?,Round,44/44986b08.jpg
71uSzce2hfL,What is the color of the stool's legs?,Brown,23/234e22f9.jpg
71maNf-5g4L,What brand is this?,Find,59/598fe0c3.jpg
71RRxk-sa1L,What kind of material is the shoe's upper?,Suede,22/2210b043.jpg
71M8+hh9BpL,What phone model is this case for?,Infinix,2c/2cf78c76.jpg
81p4R1HlA+L,What color are the feathers?,Blue,59/5900fa57.jpg
71vknLyQj1L,What is the item weight's unit?,Grams,1e/1ec9549e.jpg
71P-jZ84LBL,What material is the phone case made of?,Silicon,64/642a23e8.jpg
61Jrq8cFqmL,What letter is on the heart?,G,4b/4b444293.jpg
61RvmiHJKJL,What year was this shoe modeled?,2019,91/91d1e8b9.jpg
61jUl2oy0XL,What brand is it?,Solimo,d2/d2e723c0.jpg
71f509d4X5L,What brand is this phone case?,Solimo,51/5123501e.jpg
61ipBZsT5rL,What type of printing is used?,3D,cd/cd7c098c.jpg
71dE8Lj+BiL,What is the case made for?,Xiaomi,d8/d83f109d.jpg
71dt6mNfNlL,What phone is the cover for?,OnePlus,dd/ddc3b2ff.jpg
61mX2t6iXuL,What fruit logo is shown?,Apple,a8/a8415bed.jpg
613dqNfzdXL,What kind of product are these?,Earring,b6/b605c9e8.jpg
61hJ3hIDwZL,What color is the phone cover?,Multicolor,f6/f6416123.jpg
71Fm6VpOS+L,What pattern does the design have?,Sunflower,a5/a54e672a.jpg
81gzdJFtS-L,What is the brand name?,Flavia,fb/fb452cc1.jpg
61rCh8HJPML,Is there a warranty on this phone case?,No,b0/b0ab739d.jpg
81qyTeZ0CAL,What kind of footwear is this?,Sneakers,ce/cefc1fbf.jpg
81DFgRAXClL,What color is the resistance band?,Purple,d3/d378b600.jpg
71GiheT10FL,What type of fastener is visible?,Zipper,da/dae91bc5.jpg
41TnBzn9tFL,What is the lamp's style?,Modern,c4/c4e9a238.jpg
515qy5DyLjL,What is the item's main material?,Metal,18/1894f295.jpg
61OnkGVhMWL,What brand is displayed?,AmazonBasics,35/3595924e.jpg
71-7A3c6u2L,What type of jewelry is this?,Bracelet,33/331dc93e.jpg
71NJ2RxSUcL,What is the brand of this product?,Solimo,e4/e47e59af.jpg
81FerYa3HsL,What type is the product?,AUTO_ACCESSORY,62/62b14bfc.jpg
61+pDz7e-lL,Is the bed sheet in the bottom row a light or dark color?,Light,6c/6c9bcc1f.jpg
71j0PL7WERL,What is the background color?,Blue,53/53694f78.jpg
71f-sORg+iL,What is the car pulling?,Sign,3a/3a2216fb.jpg
81XIlcPEYIL,What is the brand's name?,AmazonBasics,d4/d495ff50.jpg
71+gPqDduoL,What is the product's material?,Hard,2e/2e2bdd77.jpg
81iRYnM7eHL,Is this a mobile cover?,Yes,60/60f9de79.jpg
71hkURAcA1L,What color are the boots?,Brown,85/858fedd4.jpg
71WZeyxFPtL,Which brand is visible?,Amazon,ac/ac15bca4.jpg
619c+6gFfLL,What material is the case made of?,Plastic,6d/6dea4559.jpg
714Y2TTh85L,What material is the case made of?,Silicon,0d/0de0ca16.jpg
71WJoxQmfpL,What is the length in centimeters?,Seven,65/651770c4.jpg
81geGRkViJL,What color is the scarf?,Beige,79/794fb530.jpg
81VkNKmUIeL,What is the printing type?,3D,18/18ab461e.jpg
61-sPC4u5uL,What brand is this case?,Solimo,07/07eca5fd.jpg
71dBjj72PfL,What material is the case?,Canvas,27/27146dd3.jpg
710j1KnyFRL,What is the color of the case?,Multicolored,30/303567a7.jpg
71aF4fftphL,What shape is the base?,Cylinder,49/49d226c5.jpg
61yt4zMlk7L,What color is the kettlebell?,Black,43/4372ebe0.jpg
71JxdaUTAlL,What is this product?,Cover,96/9678f8cf.jpg
81V0gGloFdL,What is the product type?,Shoes,7d/7d880f39.jpg
6190km6Y6yL,What kind of product is this?,Folder,d9/d934f15d.jpg
515LKsQgMML,What's placed at the bottom of the bag?,Grass,6f/6fd7bb4c.jpg
71wBvvrxFcL,What is the main color shown?,Gray,84/84fdbc57.jpg
81X6HVaoWDL,What type of shoe is it?,Formal,e0/e052575d.jpg
71B9shSVTCL,How many capsules are there?,195,d7/d7a3617d.jpg
81TiVWbF4sL,What type of closure does it have?,Buckle,0a/0a5c2495.jpg
71AfudVIjmL,What is the product type?,Case,84/84a5aa65.jpg
417UUlMThJL,What shape is the accent?,Diamond,06/06642c85.jpg
71vFW8oQkSL,What is the case's advertised brand?,Solimo,b4/b4056bda.jpg
71qj2ceAHWL,Where are these sold?,Amazon,77/77523c26.jpg
61Khsp5ifnL,What animal is featured?,Lion,3b/3bd43a82.jpg
91BbIRbDwhL,What fabric is the sheet made of?,Microfiber,28/289fa973.jpg
71+KcT7TCdL,Are there drops on the glass in the picture?,Yes,c5/c5b5ae07.jpg
81lMakLxPLL,What brand made the phone case?,Solimo,23/23704b32.jpg
81jWvwRUbSL,Is it hard?,Yes,64/647cb311.jpg
91sOiamFOML,What brand is the product?,Solimo,bc/bc2520a4.jpg
81mAPXMUwsL,What is the item's weight in pounds?,Three,9f/9f8f22ab.jpg
61-ZFCIJy-L,What material protects the phone from scratches?,Case,2b/2b36deb1.jpg
61pGrL0NPjL,What is the color of the butterflies?,Blue,c5/c52c5c8d.jpg
71Dmm6fKZFL,What room is this for?,Bathroom,d6/d6bf4985.jpg
81T53pEirQL,What type of supplies is it?,Pet,b8/b810a983.jpg
81B1nLA369L,What is the case's main color?,Multi-colored,19/199e8696.jpg
71UZhoi1MpL,What type of lid does it have?,Spout,c8/c8fad2cc.jpg
71xEtsImL4L,What brand is printed on the gloves?,AmazonBasics,8b/8b193bc7.jpg
71Oli6DVGbL,What is the product type?,Case,eb/ebd69adf.jpg
81fnogeiBfL,What animal is featured?,Lion,80/804ecc8d.jpg
71SxajSJIgL,What sole characteristic can be seen?,Chunky,17/177d95ae.jpg
61UYggmY-9L,What color is the boot?,Black,dd/ddb7e999.jpg
81rXhZIiDvL,What material is the mirror?,Glass,5a/5a230c86.jpg
615d03RZx8L,How many butterflies are visible?,Seven,e4/e4f58559.jpg
71Ko37Op27L,What is the primary color of the case design?,Black,ec/ecdeb44f.jpg
71k8+4RMw5L,What kind of heel is pictured?,Block,8d/8dcce70c.jpg
515LKsQgMML,What animal is shown on the litter?,Cat,6f/6fd7bb4c.jpg
71wuBT3qT4L,What material is this phone cover made from?,Plastic,83/8383b5ab.jpg
61kzar07FmL,What is the color of the glue?,White,59/59687e9f.jpg
61KgIqQ8CSL,"How much does the case weigh, in grams?",Fifty,dc/dca9995a.jpg
71HRXZMTaXL,Is it a set?,Yes,ed/ed4e3332.jpg
71Ykw3jjM4L,What type of product is this?,Case,60/601ee018.jpg
61xnCXqdG5L,Is the case black?,Yes,12/1213887f.jpg
71OX9BOqHbL,What is the material of the case?,Plastic,8a/8a092171.jpg
51iL+0B59LL,What material are the gloves made of?,Nitrile,43/439a070a.jpg
81PLqxtrJ3L,What is the keyboard connection?,Wired,99/9942fd1c.jpg
715xciv79iL,What is on the hat?,Flower,83/83c3a38e.jpg
81YuX8Ti21L,What brand makes the mattress foundation?,AmazonBasics,05/0511e6f1.jpg
81CI-XrUlpL,What color is the liquid?,Purple,e9/e922e5bc.jpg
91N2ZpWlXTL,Is there a pen present?,Yes,11/116e0f67.jpg
71anIHPQEQL,What color is the dog?,Black,37/3719c73e.jpg
91o8RBJ+HVL,What's the brand name?,Flavia,64/64197671.jpg
517n014+iML,What are the tampons packaged with?,Plastic,4d/4df76eeb.jpg
71nXbsrvP4L,What is the case's dominant color?,Blue,3d/3dc956cf.jpg
71BVA6oBqHL,What is the brand of the phone case?,Amazon,35/3571408f.jpg
81z2kbMAarL,What flavor of coffee is it?,Espresso,af/afceda4f.jpg
71qXvJLzyTL,How many pillows are in the image?,Four,87/87c11ce5.jpg
615f3mW6o8L,What company manufactures it?,AmazonBasics,84/84d122d3.jpg
71dRO0uDLVL,What brand are these bulbs?,AmazonBasics,59/59131e18.jpg
714UrthHl2L,What is the case made of?,Silicone,57/57a6cfe2.jpg
71WZGzu7MOL,What is the brand?,Solimo,3f/3fde28d5.jpg
91jBtp0XenL,What shape are the lines on the luggage?,Horizontal,26/26da1824.jpg
61xnR7OaB5L,Is this item warranteed?,No,82/82764b35.jpg
61OnkGVhMWL,What color is this item?,Black,35/3595924e.jpg
61AdVFC26xL,What material is it made of?,TPU,b9/b978496b.jpg
51gcXT6Fw+L,How many gallons does each bag hold?,Thirteen,68/6848071c.jpg
81zrc3j9NGL,What color are the cushions?,Beige,e6/e6387b5c.jpg
61cGCpm5B9L,What color are the jar lids?,White,4b/4b3d9a46.jpg
71ofNU+K0iL,What shape are the batteries?,Cylindrical,67/6749c247.jpg
81PyPfEdhoL,What letter is featured on the case?,J,20/2028cb50.jpg
71oRK0YSljL,Are these boots slip-on?,Yes,41/418b5966.jpg
71ggsyJdVrL,What material is the case made of?,Silicone,d6/d64dec17.jpg
71LCUs+PtOL,What is the brand name?,Solimo,33/3307823a.jpg
71oJY5gX-xL,What is the brand name on the container?,Happy,f6/f67c7a7a.jpg
818AbpLrjfL,What is the lamp's primary color?,White,99/990d39f3.jpg
71JC+m9IDIL,What is the cover made of?,Hard,dc/dceb2a43.jpg
91OLjEk9f7L,What style is this item?,Antique,6e/6e21d695.jpg
71zBpm50FML,What shape are the figures?,Square,16/162984db.jpg
91XIpgYyiaL,Is the detergent fragrance-free?,Yes,ae/ae6dbe00.jpg
91RgY5KTU3L,Is there water present?,Yes,20/20a0f287.jpg
71uZUMa8C-L,What gender is this product designed for?,Men,11/11500206.jpg
61PvMlI-SsL,What is the bag's height?,Sixteen,40/404b02df.jpg
81HAUFbGGCL,What fabric is the cover made of?,Microfiber,19/19ff4b08.jpg
51V3tjBa9uL,What color is the shoe?,Grey,82/82523b94.jpg
71VAH+xri-L,What's the cover's material?,Silicone,0c/0c9f032c.jpg
71NsMv6UuGL,What is the year of model release?,2019,eb/eb259689.jpg
71uk4yAjZQL,Is this case printed?,Yes,32/32470f4e.jpg
71bQmJpM7ZL,What are sprinkled on the donut?,Sprinkles,e2/e2b76a6d.jpg
81YEyCH28YL,What color are these shoes?,Green,97/97a1e41a.jpg
91OHjuxiLoL,What color is the bottom?,Blue,b8/b895d6a6.jpg
71ZHk6tSHAL,What is the item's brand?,Solimo,75/75722462.jpg
71NXOpMbl8L,What is the phone compatibility?,OPPO,f2/f2442b11.jpg
91nPRVy15hL,What's the background color?,Black,2d/2d92308d.jpg
91XUQjscPfL,Who is the scarf made for?,Everyone (or Men or Women - depending on interpretation of metadata),2c/2cbf4dba.jpg
91dfUnlaJ0L,Are these shoes for men?,No,cb/cb051f98.jpg
71yRp5pXPHL,What is the main ingredient?,Peanut,89/897ca290.jpg
61ogXfmIeOL,Which mobile phone is this case compatible with?,Xiaomi,0d/0d4aa957.jpg
619w6XWPKAL,What color are the shoes?,Black,46/4631b142.jpg
71kbIVxzTNL,What is the material of the phone case?,Hard,0a/0ac2555f.jpg
91rYYolQhUL,What kind of flakes are on the box?,Corn,e2/e261a032.jpg
71WwudNsOdL,How many pans are in the pack?,Two,85/85d6e77d.jpg
71JfnKJInwL,What style is the strap?,Ankle,69/691fdff2.jpg
71s+c9sD4AL,What is the gender of the figure?,Female,a1/a1e87466.jpg
81sHPXJ5YWL,What closure does the shoe have?,Slip-On,28/28091de0.jpg
71dQiHJcl0L,What city's tower is displayed?,Paris,00/001d5722.jpg
61uVVal1mWL,What main food item is displayed?,Macaroni,3e/3ee3ddc5.jpg
61RB-M4KTdL,What is the phone case material?,Silicone,07/07fa5794.jpg
819RX7sgRLL,What material are the shoes made of?,Canvas,16/16845212.jpg
71eTK13Fr0L,What company produces this beverage?,Wholefoods,ef/ef278fe3.jpg
71IMdhzRrXL,What animal is printed on the case?,Panda,d2/d297673d.jpg
716Lf1VjEAL,What are these a gift for?,Mom,7f/7fb4ec4e.jpg
81NAXPbwyFL,What is the product type?,Case,4c/4cf5227a.jpg
71H1tlOeCLL,What symbol is at the top?,Lens,80/80f8922f.jpg
71iHvEqRBeL,What material is the shoe made of?,Patent,d4/d4495b1d.jpg
71HiJ99DebL,What color are the letter blocks?,Brown,fe/fe58b7b4.jpg
61XfqtxL+nL,What generation Moto G is this for?,Second,b3/b35f2a12.jpg
51p488astWL,What shape is the Happy Belly logo?,Circle,84/84d029de.jpg
71+Os8Dzl1L,What material is the frame?,Wood,9a/9a6f8de6.jpg
81KN8OKUu0L,What is the lid color?,Green,8e/8ec79402.jpg
61EQLjH7ufL,What company manufactures this swatch?,Stone,e9/e9164fdc.jpg
61hxWT1QzeL,What is the primary flavor advertised?,Dill,aa/aafd6f92.jpg
71JOvV8SsLL,How many teaspoons are there?,Eight,66/66ef6143.jpg
61-R1WDP+oL,What is the brand name?,Amazonbasics,87/87492dd4.jpg
81fGWLVepLL,What's the brand name?,AmazonBasics,e9/e9748413.jpg
81eKXT76zmL,What material is the case made of?,Hard,b3/b367ceb7.jpg
71R4R6x-tjL,What is the phone case made for?,Samsung,e2/e2bb14f8.jpg
61GPkDXiWBL,How many camera lenses are visible?,Three,42/42b38951.jpg
81a1DgyBMNS,What material is the cover?,Algodón (Spanish for Cotton),e4/e464ec7f.jpg
61o-2hU8CPL,What is the primary color of the bracelet?,White,90/90bd3036.jpg
81oQ6UBpovL,What is the length in inches?,1.9,af/afdd554e.jpg
61e1u+EbDfL,Which brand manufactured this phone case?,Solimo,40/40cea81d.jpg
81x5HaPVLoL,What color is the bag?,Pink,51/5193a3b0.jpg
71bJUFdk5+L,Is it for skiing?,Yes,dc/dc7a0645.jpg
416CFhHPU6L,How tall is this cup in inches (rounded)?,Two,8b/8b497642.jpg
71krGzheEBL,What material is the case made of?,Wood,f5/f5833465.jpg
81ZkcOxynrL,What pattern is on the sheet?,Striped,5d/5dadce8c.jpg
71e-XbKVW4L,How many stones are clearly visible in the image?,One,b9/b9efe7a1.jpg
71bU8jgsweL,Is the phone case hard or soft?,Hard,43/43051b39.jpg
61oOLAJtYaL,What is the height of the holder in inches?,8.543,8a/8ab8f60f.jpg
71sfTsON-XL,How many AC outlets are there?,Three,01/01aaba7a.jpg
51wVwXiZZPL,What is the height in inches?,Fifty,1a/1aba1cdd.jpg
61i-vAqJjRL,What does it filter?,Water,72/72ccfdb8.jpg
71RF5cP5PxL,What color is the foliage?,Green,cf/cf543cb3.jpg
71fR5rFluTL,What phone brand is the cover designed for?,Mi,a2/a223fc56.jpg
7116OuPg02L,What color is the sky?,Orange,42/4293f761.jpg
616BGmMVE3L,How many rings are present on top of each curtain?,Eight,7b/7b2dea0b.jpg
51txd3QU8pL,What is the product's length in inches?,Eight,b2/b281ab09.jpg
91yyXOOwIuL,What country is the product from?,Poland,b6/b6f0917b.jpg
61Bc9z7xQ+L,What is the fan's model name?,Eco,e1/e130fdcc.jpg
81A30p104QL,What phone brand does this fit?,Oppo,50/5083d4e1.jpg
61RTBfFGxgL,What is the brand?,Amazon,f1/f1e11e3c.jpg
51mrt0dFNEL,What color is the adapter?,White,02/025402b2.jpg
81kElr02UUL,What type of product is this?,Case,09/09e1ba1a.jpg
714+HPlYV3L,What is stuffed inside the olives?,Pimento,89/89aad76a.jpg
81uIpWdrsVL,What flavor is the ice cream?,Vanilla,48/489a9abd.jpg
81NWAPSCgYL,How many chairs come in a set?,Two,3e/3e657f99.jpg
61bdhHIDW-L,What is the brand?,AmazonBasics,91/9144efaf.jpg
71K21q6HReL,What jewelry shape is visible?,Cross,16/16ad1e63.jpg
71QLl+D-poL,What is the earring closure?,Leverbacks,e9/e933bbd2.jpg
81kvKlB2VhL,Where is the marketplace of origin?,Amazon,e4/e47f0f96.jpg
71B0-HQsr0L,What kind of print is it?,3D,12/125b417a.jpg
51xJNIsu3-L,What item can be stored inside?,Clothes,c0/c0325c08.jpg
71eVg5b0L8L,What is the phone's brand?,Samsung,c1/c199e223.jpg
A1uBUhxdUGL,What room is this rug intended for according to keywords?,Living,1b/1b8771d4.jpg
